lon,lat,temperature_2m,precipitation,cloud_cover,wind_speed_10m,last_updated
5.94,47.96,17.5,0.0,71,0.32,2026-09-23T18:47:31Z
4.7,48.0,18.3,0.0,82,1.2,2026-09-23T18:47:31Z
4.76,48.0,18.5,0.0,85,1.64,2026-09-23T18:47:31Z
4.8,48.0,18.3,0.0,93,1.08,2026-09-23T18:47:31Z
4.86,48.0,19.2,0.0,99,1.17,2026-09-23T18:47:31Z
4.9,48.0,19.1,0.0,100,0.81,2026-09-23T18:47:31Z
4.94,48.0,19.1,0.0,100,0.7,2026-09-23T18:47:31Z
5.0,48.0,18.5,0.0,100,0.95,2026-09-23T18:47:31Z
5.06,48.0,18.0,0.0,100,0.81,2026-09-23T18:47:31Z
5.1,48.0,18.0,0.0,100,0.86,2026-09-23T18:47:31Z
5.16,48.0,18.2,0.0,99,0.92,2026-09-23T18:47:31Z
5.2,48.0,18.4,0.0,94,0.92,2026-09-23T18:47:31Z
5.26,48.0,18.7,0.0,89,0.71,2026-09-23T18:47:31Z
5.3,48.0,18.6,0.0,90,0.73,2026-09-23T18:47:31Z
5.36,48.0,18.3,0.0,77,0.86,2026-09-23T18:47:31Z
5.4,48.0,17.9,0.0,86,1.22,2026-09-23T18:47:31Z
5.44,48.0,18.4,0.0,85,1.84,2026-09-23T18:47:31Z
5.5,48.0,19.0,0.0,84,1.98,2026-09-23T18:47:31Z
5.56,48.0,17.3,0.0,82,1.26,2026-09-23T18:47:31Z
5.6,48.0,16.8,0.0,78,1.71,2026-09-23T18:47:31Z
5.66,48.0,17.1,0.0,77,1.72,2026-09-23T18:47:31Z
5.7,48.0,17.3,0.0,76,1.75,2026-09-23T18:47:31Z
5.76,48.0,18.3,0.0,75,2.24,2026-09-23T18:47:31Z
5.8,48.0,18.6,0.0,75,2.64,2026-09-23T18:47:31Z
5.86,48.0,18.2,0.0,76,1.91,2026-09-23T18:47:31Z
5.9,48.0,16.0,0.0,78,0.41,2026-09-23T18:47:31Z
5.94,48.0,17.5,0.0,81,0.32,2026-09-23T18:47:31Z
4.7,48.04,17.9,0.0,86,1.22,2026-09-23T18:47:31Z
4.76,48.04,17.4,0.0,83,1.39,2026-09-23T18:47:31Z
4.8,48.04,18.6,0.0,92,0.95,2026-09-23T18:47:31Z
4.86,48.04,19.0,0.0,100,1.2,2026-09-23T18:47:31Z
4.9,48.04,19.3,0.0,100,1.28,2026-09-23T18:47:31Z
4.94,48.04,18.5,0.0,100,0.81,2026-09-23T18:47:31Z
5.0,48.04,19.0,0.0,100,0.81,2026-09-23T18:47:31Z
5.06,48.04,18.9,0.0,100,0.76,2026-09-23T18:47:31Z
5.1,48.04,18.2,0.0,100,0.89,2026-09-23T18:47:31Z
5.16,48.04,18.8,0.0,100,0.85,2026-09-23T18:47:31Z
5.2,48.04,18.4,0.0,93,0.92,2026-09-23T18:47:31Z
5.26,48.06,17.7,0.0,90,1.3,2026-09-23T18:47:31Z
5.3,48.04,18.3,0.0,90,0.91,2026-09-23T18:47:31Z
5.36,48.04,18.2,0.0,89,1.21,2026-09-23T18:47:31Z
5.4,48.04,17.8,0.0,88,1.53,2026-09-23T18:47:31Z
5.44,48.04,18.2,0.0,89,1.66,2026-09-23T18:47:31Z
5.5,48.04,18.7,0.0,86,2.28,2026-09-23T18:47:31Z
5.56,48.04,17.2,0.0,85,1.28,2026-09-23T18:47:31Z
5.6,48.04,17.6,0.0,84,1.3,2026-09-23T18:47:31Z
5.66,48.04,17.6,0.0,81,1.32,2026-09-23T18:47:31Z
5.7,48.04,17.3,0.0,78,1.82,2026-09-23T18:47:31Z
5.76,48.04,16.5,0.0,75,1.77,2026-09-23T18:47:31Z
5.8,48.04,17.7,0.0,75,1.94,2026-09-23T18:47:31Z
5.86,48.04,16.8,0.0,77,1.98,2026-09-23T18:47:31Z
5.9,48.04,15.3,0.0,79,1.81,2026-09-23T18:47:31Z
